"Date","Germany, WHOLESALE, National Average, Wheat (bread making quality), EUR/Kg","Germany, WHOLESALE, National Average, Eggs, EUR/Kg","Germany, WHOLESALE, National Average, Milk (raw), EUR/Kg","Germany, WHOLESALE, National Average, Chicken (whole), EUR/Kg"
"02/01/2019","0.20102","1.2893000000000001","0.3522","2.82"
"01/01/2019","0.2038","1.2984","0.3547","2.82"
"12/01/2018","0.20456","1.4022999999999999","0.36469999999999997","2.82"
"11/01/2018","0.20117","1.3084","0.3716","2.82"
"10/01/2018","0.20236","1.2044","0.3663","2.8132"
"09/01/2018","0.20133","1.108","0.3543","2.7987"
"08/01/2018","0.20677","1.0019","0.3383","2.7761"
"07/01/2018","0.18106","1.0336","0.3319","2.7623"
"06/01/2018","0.17119","1.0746","0.32560000000000006","2.74"
"05/01/2018","0.16988","1.1328","0.32380000000000003","2.7361"
"04/01/2018","0.16599","1.3353","0.3299","2.7173000000000003"
"03/01/2018","0.16365000000000002","1.9188","0.3421","2.71"
"02/01/2018","0.16031","2.0624000000000002","0.34880000000000005","2.71"
"01/01/2018","0.16112","2.0557","0.3676","2.71"
"12/01/2017","0.16358","2.18","0.3996","2.71"
"11/01/2017","0.16355","2.1849000000000003","0.40520000000000006","2.71"
"10/01/2017","0.16299","2.036","0.40340000000000004","2.71"
"09/01/2017","0.16166999999999998","1.6034000000000002","0.39390000000000003","2.71"
"08/01/2017","0.16254","1.4397","0.3744","2.7042"
"07/01/2017","0.16816","1.1562999999999999","0.3589","2.6887000000000003"
"06/01/2017","0.17063","1.2941999999999998","0.34380000000000005","2.7063"
"05/01/2017","0.16781000000000001","1.3395","0.3383","2.6976999999999998"
"04/01/2017","0.16605","1.4324000000000001","0.33490000000000003","2.667"
"03/01/2017","0.16724","1.3326","0.3356","2.6561000000000003"
"02/01/2017","0.16531","1.131","0.3397","2.65"
"01/01/2017","0.16418000000000002","1.158","0.34130000000000005","2.6506000000000003"
"12/01/2016","0.16096000000000002","1.2608","0.3367","2.67"
"11/01/2016","0.15969999999999998","1.1808","0.33140000000000003","2.67"
"10/01/2016","0.1565","1.028","0.3042","2.67"
"09/01/2016","0.154","0.968","0.2637","2.6687000000000003"
"08/01/2016","0.15512","0.8667","0.24300000000000002","2.66"
"07/01/2016","0.14831","0.8691","0.23420000000000002","2.6632"
"06/01/2016","0.15024","0.9415000000000001","0.2318","2.67"
"05/01/2016","0.14792","0.9679000000000001","0.2397","2.6652"
"04/01/2016","0.14672","1.0379","0.25739999999999996","2.6543"
"03/01/2016","0.14468999999999999","1.2903","0.2731","2.65"
"02/01/2016","0.14714","1.3276","0.2813","2.6210000000000004"
"01/01/2016","0.15828","1.171","0.2892","2.5932"
"12/01/2015","0.16846","1.1884000000000001","0.2975","2.6"
"11/01/2015","0.17293","1.1340999999999999","0.2981","2.6"
"10/01/2015","0.16881000000000002","1.1224","0.2943","2.6"
"09/01/2015","0.16474","1.1891","0.2838","2.6"
"08/01/2015","0.1708","1.1893","0.2777","2.6013"
"07/01/2015","0.18059999999999998","1.2289","0.27940000000000004","2.62"
"06/01/2015","0.17509","1.2757","0.2883","2.62"
"05/01/2015","0.16959","1.0083","0.298","2.62"
"04/01/2015","0.17777","1.1289","0.3075","2.612"
"03/01/2015","0.17909","1.3598","0.3073","2.5906000000000002"
"02/01/2015","0.18122","1.2386","0.30820000000000003","2.5929"
"01/01/2015","0.18808000000000002","1.1906","0.3089","2.6"
"12/01/2014","0.18222","1.2523","0.3248","2.6"
"11/01/2014","0.16995","1.124","0.33990000000000004","2.602"
"10/01/2014","0.15774000000000002","1.078","0.3514","2.6339"
"09/01/2014","0.15863","1.0698","0.3644","2.6517000000000004"
"08/01/2014","0.16711","0.9662000000000001","0.37090000000000006","2.6889999999999996"
"07/01/2014","0.17608000000000001","1.0456999999999999","0.3718","2.68"
"06/01/2014","0.18271","1.0755","0.3797","2.68"
"05/01/2014","0.19459","1.0484","0.3887","2.6787"
"04/01/2014","0.19875","1.1922","0.3972","2.67"
"03/01/2014","0.19693","1.2376","0.40549999999999997","2.6671"
"02/01/2014","0.18741","1.2169","0.4094","2.66"
"01/01/2014","0.19116","1.1275","0.41259999999999997","2.66"
"12/01/2013","0.19755","1.1682","0.42240000000000005","2.66"
"11/01/2013","0.19427","1.1226","0.42460000000000003","2.66"
"10/01/2013","0.18750999999999998","1.0753000000000001","0.41740000000000005","2.66"
"09/01/2013","0.18012","1.0342","0.4","2.6597000000000004"
"08/01/2013","0.17793","0.9170999999999999","0.37700000000000006","2.6487000000000003"
"07/01/2013","0.19487000000000002","0.9081","0.37560000000000004","2.64"
"06/01/2013","0.2201","0.9625","0.36100000000000004","2.6227"
"05/01/2013","0.23979","0.9369","0.3299","2.59"
"04/01/2013","0.25107","1.1392","0.3465","2.5877"
"03/01/2013","0.24628999999999998","1.4987000000000001","0.3468","2.5668"
"02/01/2013","0.25701","1.5916","0.3458","2.56"
"01/01/2013","0.26061","1.5221","0.34770000000000006","2.56"
"12/01/2012","0.27187","1.6822","0.3502","2.5594"
"11/01/2012","0.26656","1.5771000000000002","0.3497","2.5413"
"10/01/2012","0.25390999999999997","1.5365000000000002","0.336","2.5155000000000003"
"09/01/2012","0.25442","1.3931","0.3084","2.487"
"08/01/2012","0.2486","1.3099","0.2913","2.4748"
"07/01/2012","0.23242","1.3107","0.2904","2.4906"
"06/01/2012","0.21672","1.382","0.2915","2.5166999999999997"
"05/01/2012","0.22255","1.5067","0.3085","2.5261"
"04/01/2012","0.22047999999999998","1.6866","0.3195","2.5100000000000002"
"03/01/2012","0.20499","2.2754","0.327","2.5100000000000002"
"02/01/2012","0.20104","1.6363","0.334","2.5134000000000003"
"01/01/2012","0.19338999999999998","1.3192","","2.5329"
"12/01/2011","0.18324000000000001","1.3802","0.35710000000000003","2.5500000000000003"
"11/01/2011","0.18650999999999998","1.2293","0.369","2.559"
"10/01/2011","0.19135","1.0473000000000001","0.3643","2.56"
"09/01/2011","0.20428","1.051","0.35479999999999995","2.56"
"08/01/2011","0.20493","1.0996","0.34740000000000004","2.56"
"07/01/2011","0.2047","1.0125","0.3453","2.5632"
"06/01/2011","0.24777000000000002","0.8794","0.34390000000000004","2.5660000000000003"
"05/01/2011","0.25708","0.8016","0.3444","2.5455"
"04/01/2011","0.25094","0.9968000000000001","0.342","2.5257"
"03/01/2011","0.24294","1.1252","0.3406","2.5039"
"02/01/2011","0.26381","0.9873999999999999","0.332","2.49"
"01/01/2011","0.25895999999999997","0.9161","0.3312","2.4997000000000003"
"12/01/2010","0.23049","1.139","0.3442","2.4984"
"11/01/2010","0.21319","0.9695","0.3465","2.4993000000000003"
"10/01/2010","0.20717","0.9086","0.34409999999999996","2.5"
"09/01/2010","0.22154","1.0632","0.3337","2.4967"
"08/01/2010","0.19707","1.0323","0.3184","2.4519"
"07/01/2010","0.15006","0.8704000000000001","0.306","2.4465"
"06/01/2010","0.13233","1.0584","0.3008","2.438"
"05/01/2010","0.12643000000000001","0.9826","0.29410000000000003","2.4294000000000002"
"04/01/2010","0.11854","1.2277","0.2837","2.4127"
"03/01/2010","0.11631","1.9474000000000002","0.2795","2.4"
"02/01/2010","0.11946","2.2313","0.28140000000000004","2.4"
"01/01/2010","0.12145","2.1377","0.284","2.4155"
"12/01/2009","0.11966","1.4601","0.26","2.49"
"11/01/2009","0.11764","1.3462","0.2664","2.49"
"10/01/2009","0.11295000000000001","1.2448000000000001","0.231","2.49"
"09/01/2009","0.1119","1.1774","0.2207","2.49"
"08/01/2009","0.11481","1.0607","0.2218","2.49"
"07/01/2009","0.12635","0.9875","0.22","2.49"
"06/01/2009","0.13969","0.9951000000000001","0.22","2.49"
"05/01/2009","0.13306","0.9420000000000001","0.22399999999999998","2.4768000000000003"
"04/01/2009","0.12517","1.1634","0.23","2.352"
"03/01/2009","0.12934","1.1720000000000002","0.24","2.3281"
"02/01/2009","0.13823","1.0197","0.252","2.265"
"01/01/2009","0.13236","1.0385","0.26","2.265"
"12/01/2008","0.13002","1.1548","0.278","2.265"
"11/01/2008","0.14045","0.9928","0.298","2.2742"
"10/01/2008","0.15153","0.9614","0.318","2.3053"
"09/01/2008","0.16779","0.9097","0.334","2.29"
"08/01/2008","0.17829","0.8953","0.341","2.29"
"07/01/2008","0.19957","0.8497","0.336","2.29"
"06/01/2008","0.20589","0.8639","0.32799999999999996","2.29"
"05/01/2008","0.21628999999999998","0.8647","0.34","2.29"
"04/01/2008","0.24403999999999998","0.9188","0.34","2.29"
"03/01/2008","0.26718000000000003","1.0855","0.353","2.29"
"02/01/2008","0.26233999999999996","1.1669","0.37","2.29"
"01/01/2008","0.25669","1.1761","0.385","2.29"
"12/01/2007","0.24303","1.2257","0.408","2.2942"
"11/01/2007","0.23531","1.2284000000000002","0.41000000000000003","2.355"
"10/01/2007","0.25127","1.1381000000000001","0.405","2.355"
"09/01/2007","0.25415","1.0992","0.37","2.3325"
"08/01/2007","0.22297","0.9803000000000001","0.35000000000000003","2.2800000000000002"
"07/01/2007","0.17712","0.9501000000000001","0.3185","2.2800000000000002"
"06/01/2007","0.15940000000000001","0.8773000000000001","0.29100000000000004","2.275"
"05/01/2007","0.15669","0.8618000000000001","0.275","2.1577"
"04/01/2007","0.15366","0.9218999999999999","0.27399999999999997","2.0766999999999998"
"03/01/2007","0.15306999999999998","1.0325","0.2715","2.019"
"02/01/2007","0.15346","0.9738","0.2715","1.9688999999999999"
"01/01/2007","0.15203999999999998","0.9064","0.2705","1.9231"
"12/01/2006","0.15122","0.9795999999999999","0.2775","1.865"
"11/01/2006","0.15312","0.9934999999999999","0.28","1.8333000000000002"
"10/01/2006","0.14615","0.9188","0.28","1.8137"
"09/01/2006","0.13862","0.8915000000000001","0.2745","1.7725"
"08/01/2006","0.12197","0.7977","0.267","1.75"
"07/01/2006","0.11520999999999999","0.7012999999999999","0.2635","1.75"
"06/01/2006","0.12535","0.7389","0.2632","1.7317"
"05/01/2006","0.12249","0.7598","0.2615","1.7"
"04/01/2006","0.11512","0.867","0.263","1.7"
"03/01/2006","0.11048000000000001","0.9228000000000001","0.2645","1.7"
"02/01/2006","0.10955","0.8918","0.2675","1.7088999999999999"
"01/01/2006","0.10743000000000001","0.8356","0.2725","1.75"
"12/01/2005","0.10756","0.9336","0.29510000000000003","1.75"
"11/01/2005","0.1062","0.8741","0.3019","1.7775"
"10/01/2005","0.10626999999999999","0.9026000000000001","0.2969","1.8"
"09/01/2005","0.10425","0.8895000000000001","0.2877","1.7816999999999998"
"08/01/2005","0.10267","0.7876000000000001","0.2803","1.75"
"07/01/2005","0.10445","0.6718000000000001","0.2736","1.75"
"06/01/2005","0.10658","0.6313000000000001","0.2726","1.69"
"05/01/2005","0.10535","0.609","0.27440000000000003","1.5961"
"04/01/2005","0.10403","0.6225","0.27899999999999997","1.585"
"03/01/2005","0.1038","0.7698","0.2882","1.585"
"02/01/2005","0.10325","0.6763","0.2915","1.5754"
"01/01/2005","0.10296999999999999","0.6311","0.2953","1.575"
"12/01/2004","0.10229","0.7245","","1.571"
"11/01/2004","0.10296999999999999","0.625","","1.55"
"10/01/2004","0.10251","0.6055","","1.5597"
"09/01/2004","0.10259","0.6658","","1.58"
"08/01/2004","0.10305","0.5418999999999999","","1.5678999999999998"
"07/01/2004","0.12231","0.6505","","1.5656"
"06/01/2004","0.13019999999999998","0.6759999999999999","","1.585"
"05/01/2004","0.15086000000000002","0.6759999999999999","","1.585"
"04/01/2004","0.15815","0.7255","","1.585"
"03/01/2004","0.15987","1.0092","","1.585"
"02/01/2004","0.16484000000000001","1.1228","","1.585"
"01/01/2004","0.16409","1.1892","","1.5995"
"12/01/2003","0.16176","1.4479","","1.61"
"11/01/2003","0.15278999999999998","1.489","","1.6175"
"10/01/2003","0.1375","1.4605000000000001","","1.6381999999999999"
"09/01/2003","0.13336","1.4142","","1.6585"
"08/01/2003","0.12525","0.9569","","1.67"
"07/01/2003","0.11559","0.8926000000000001","","1.67"
"06/01/2003","0.11732","0.9490000000000001","","1.6300000000000001"
"05/01/2003","0.11605","1.0208","","1.555"
"04/01/2003","0.11334000000000001","1.229","","1.45"
"03/01/2003","0.11439","1.1055","","1.3974000000000002"
"02/01/2003","0.11662","0.973","","1.44"
"01/01/2003","0.11733","0.9816","","1.4319"
"12/01/2002","0.11655","1.0642","","1.3805"
"11/01/2002","0.11705","1.0042","","1.305"
"10/01/2002","0.11752","0.9448000000000001","","1.3137"
"09/01/2002","0.11528000000000001","0.8606999999999999","","1.315"
"08/01/2002","0.10923999999999999","0.8011","","1.3182"
"07/01/2002","0.11204","0.7919","","1.3468"
"06/01/2002","0.11759","0.7718","","1.361"
"05/01/2002","0.11835999999999999","0.8145","","1.375"
"04/01/2002","0.12051","0.8353","","1.375"
"03/01/2002","0.12128","0.9940000000000001","","1.3798"
"02/01/2002","0.12285","1.0311","","1.3863999999999999"
"01/01/2002","0.1222","1.0165000000000002","","1.4074000000000002"
"12/01/2001","0.12596","1.0698","","1.4525000000000001"
"11/01/2001","0.12003","0.9848","","1.4896"
"10/01/2001","0.12032","0.9128000000000001","","1.5338999999999998"
"09/01/2001","0.12123","0.8627","","1.5415"
"08/01/2001","0.12013","0.8164","","1.5594000000000001"
"07/01/2001","0.12229999999999999","0.7704000000000001","","1.566"
"06/01/2001","0.1248","0.7565000000000001","","1.585"
"05/01/2001","0.12583","0.7937000000000001","","1.5825"
"04/01/2001","0.12548","0.9257","","1.5782"
"03/01/2001","0.12831","0.9942000000000001","","1.5722"
"02/01/2001","0.13015000000000002","0.9959","","1.5686000000000002"
"01/01/2001","0.13021000000000002","0.9503","","1.5582"
"12/01/2000","0.12958","0.9991","","1.4716"
"11/01/2000","0.12782","0.9944","","1.3626"
"10/01/2000","0.1268","0.9451","","1.3289"
"09/01/2000","0.1251","0.9207","","1.2654"
"08/01/2000","0.12204000000000001","0.9329999999999999","","1.2654"
"07/01/2000","0.11805","0.8642000000000001","","1.2654"
"06/01/2000","0.13205","0.8638","","1.2654"
"05/01/2000","0.1413","0.8834000000000001","","1.2654"
"04/01/2000","0.13856","1.0063","","1.2270999999999999"
"03/01/2000","0.13505","1.1281999999999999","","1.2270999999999999"
"02/01/2000","0.13222","1.0127","","1.2270999999999999"
"01/01/2000","","0.8701000000000001","","1.2270999999999999"
"12/01/1999","","0.8982","","1.2270999999999999"
"11/01/1999","0.12625","0.8173","","1.2270999999999999"
"10/01/1999","0.12514","0.7111","","1.2270999999999999"
"09/01/1999","0.12321","0.7719","","1.2493"
"08/01/1999","0.11887","0.6473000000000001","","1.2527"
"07/01/1999","0.11594","0.6279","","1.2527"
"06/01/1999","0.13297","0.6462000000000001","","1.2527"
"05/01/1999","0.13166999999999998","0.6317","","1.2527"
"04/01/1999","0.12905","0.6869","","1.2574"
"03/01/1999","0.126","0.8134","","1.2770000000000001"
"02/01/1999","0.12522","0.7848","","1.3166"
"01/01/1999","0.12468000000000001","0.7639","","1.3917"
"12/01/1998","0.12226999999999999","0.9078","","1.3999000000000001"
"11/01/1998","0.12165000000000001","0.8165000000000001","","1.4298"
"10/01/1998","0.11936","0.7848999999999999","","1.4491999999999998"
"09/01/1998","0.11706","0.8134","","1.4517"
"08/01/1998","0.11596","0.7206","","1.4618"
"07/01/1998","0.12358","0.7465","","1.4618"
"06/01/1998","0.12954","0.7089","","1.4647000000000001"
"05/01/1998","0.13247","0.6533","","1.4744"
"04/01/1998","0.13013999999999998","0.7465","","1.4745"
"03/01/1998","0.13031","0.855","","1.4872"
"02/01/1998","0.13161","0.9077","","1.4881"
"01/01/1998","0.13188","0.9273","","1.4881"
"12/01/1997","0.13169999999999998","1.0073","","1.4881"
"11/01/1997","0.13133","0.9519","","1.494"
"10/01/1997","0.13028","0.9269","","1.5035"
"09/01/1997","0.12881","0.927","","1.5133"
"08/01/1997","0.12706","0.8686","","1.5134"
"07/01/1997","0.12919","0.8312999999999999","","1.5218"
"06/01/1997","0.1333","0.7675000000000001","","1.5312000000000001"
"05/01/1997","0.13892","0.7526","","1.5312000000000001"
"04/01/1997","0.13881","0.8468000000000001","","1.5319"
"03/01/1997","0.1362","1.0129000000000001","","1.5231000000000001"
"02/01/1997","0.13715","1.1553","","1.5351"
"01/01/1997","0.13799","1.1129","","1.5399"
"12/01/1996","0.1375","","","1.5485"
"11/01/1996","0.13941","","","1.5587"
"10/01/1996","0.13925","","","1.5738"
"09/01/1996","0.14411000000000002","","","1.5654"
"08/01/1996","0.1469","","","1.5654"
"07/01/1996","0.15419","","","1.5569"
"06/01/1996","0.17295","","","1.5202000000000002"
"05/01/1996","0.18","","","1.4744"
"04/01/1996","0.15608000000000002","","","1.4497"
"03/01/1996","0.15122","","","1.4322"
"02/01/1996","0.14941","","","1.4096000000000002"
"01/01/1996","0.14878","","","1.3657"
"12/01/1995","0.147","","","1.3141"
"11/01/1995","0.14427","","","1.3404"
"10/01/1995","0.14129","","","1.3535"
"09/01/1995","0.13779","","","1.3622999999999998"
"08/01/1995","0.13411","","","1.3797"
"07/01/1995","0.14477","","","1.3783"
"06/01/1995","0.15106","","","1.3658000000000001"
"05/01/1995","0.14824","","","1.3769"
"04/01/1995","0.14887","","","1.3849"
"03/01/1995","0.14502","","","1.3932"
"02/01/1995","0.14712","","","1.4613"
"01/01/1995","0.12584","","","1.1955"
"12/01/1994","0.12337000000000001","","","1.2319"
"11/01/1994","0.12311","","","1.2319"
"10/01/1994","0.12207","","","1.2499"
"09/01/1994","0.12059","","","1.2449"
"08/01/1994","0.11828","","","1.2319"
"07/01/1994","0.12539","","","1.2331"
"06/01/1994","0.13475","","","1.2446"
"05/01/1994","0.13377","","","1.2645"
"04/01/1994","0.13011","","","1.2729000000000001"
"03/01/1994","0.12711","","","1.2871000000000001"
"02/01/1994","0.1255","","","1.2843"
"01/01/1994","0.12531","","","1.2743"
"12/01/1993","0.12432","","","1.2743"
"11/01/1993","0.1242","","","1.2743"
"10/01/1993","0.12217","","","1.2772000000000001"
"09/01/1993","0.12053","","","1.2828"
"08/01/1993","0.11835","","","1.2956"
"07/01/1993","0.14351","","","1.3001"
"06/01/1993","0.16161","","","1.3083000000000002"
"05/01/1993","0.16294","","","1.3083000000000002"
"04/01/1993","0.16243000000000002","","","1.2946000000000002"
"03/01/1993","0.16135","","","1.2784"
"02/01/1993","0.16007","","","1.2796"
"01/01/1993","0.15294999999999997","","","1.2849000000000002"
"12/01/1992","0.15738","","","1.2743"
"11/01/1992","0.15619","","","1.2893000000000001"
"10/01/1992","0.15400999999999998","","","1.3409"
"09/01/1992","0.15124","","","1.3406"
"08/01/1992","0.14856999999999998","","","1.3552000000000002"
"07/01/1992","0.14894","","","1.3593000000000002"
"06/01/1992","0.16199000000000002","","","1.3514"
"05/01/1992","0.16835","","","1.3508000000000002"
"04/01/1992","0.16707","","","1.3508000000000002"
"03/01/1992","0.16606","","","1.3707"
"02/01/1992","0.16477","","","1.3719999999999999"
"01/01/1992","0.16294","","","1.3719999999999999"
"12/01/1991","0.15916","","","1.3719999999999999"
"11/01/1991","0.15796000000000002","","","1.3729"
"10/01/1991","0.15531","","","1.3489"
"09/01/1991","0.15106","","","1.3805"
"08/01/1991","0.14834999999999998","","","1.3881999999999999"
"07/01/1991","0.17047","","","1.3805"
"06/01/1991","0.17612","","","1.3843"
"05/01/1991","0.17354","","","1.4062999999999999"
"04/01/1991","0.16925","","","1.4144999999999999"
"03/01/1991","0.1658","","","1.4046"
"02/01/1991","0.16453","","","1.3966"
"01/01/1991","0.16276","","","1.4052000000000002"
